STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,Season,Month,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT14,WT14_ATTRIBUTES
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/21/61,Winter,January,,,,,1,",,0,",,,76,",,0,",-6.1,",,0",-11.1,",,0",-8.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/22/61,Winter,January,,,,,0,",,0,",,,25,",,0,",-6.7,",,0",-18.9,",,0",-16.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/23/61,Winter,January,,,,,6.4,",,0,",,,25,",,0,",-7.2,",,0",-18.3,",,0",-8.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/24/61,Winter,January,,,,,0,",,0,",,,25,",,0,",-1.1,",I,0",-11.1,",,0",0,",I,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/25/61,Winter,January,,,,,0,",,0,",,,0,"T,,0,",2.2,",,0",-18.3,",,0",-7.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/26/61,Winter,January,,,,,3.6,",,0,",,,51,",,0,",-4.4,",,0",-13.3,",,0",-10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/27/61,Winter,January,,,,,4.6,",,0,",,,127,",,0,",-3.3,",,0",-11.7,",,0",-10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/28/61,Winter,January,,,,,0,",,0,",,,51,",,0,",-7.2,",,0",-17.8,",,0",-15,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/29/61,Winter,January,,,,,0,",,0,",,,51,",,0,",-3.9,",,0",-15,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/30/61,Winter,January,,,,,0,",,0,",,,25,",,0,",0,",,0",-8.9,",,0",-7.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/31/61,Winter,January,,,,,0,",,0,",,,0,",,0,",-1.1,",,0",-8.9,",,0",-5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/1/61,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",7.2,",,0",-6.1,",,0",1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/2/61,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",9.4,",,0",-8.9,",,0",-8.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/3/61,Winter,February,,,,,3.3,",,0,",38,",,0,",51,",,0,",-8.3,",,0",-12.2,",,0",-8.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/4/61,Winter,February,,,,,6.6,",,0,",64,",,0,",102,",,0,",-2.8,",,0",-10,",,0",-8.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/5/61,Winter,February,,,,,0,",,0,",0,",,0,",76,",,0,",-2.8,",,0",-14.4,",,0",-6.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/6/61,Winter,February,,,,,0,",,0,",0,",,0,",51,",,0,",5,",,0",-11.7,",,0",-10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/7/61,Winter,February,,,,,0,",,0,",0,",,0,",25,",,0,",2.8,",,0",-10.6,",,0",-0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/8/61,Winter,February,,,,,21.3,",,0,",203,",,0,",229,",,0,",0,",,0",-4.4,",,0",-3.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/9/61,Winter,February,,,,,17,",,0,",0,",,0,",203,",,0,",2.2,",,0",-4.4,",,0",-0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/10/61,Winter,February,,,,,0,",,0,",0,",,0,",203,",,0,",0,",,0",-2.2,",,0",-1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/11/61,Winter,February,,,,,0,",,0,",0,",,0,",178,",,0,",5,",,0",-1.7,",,0",1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/12/61,Winter,February,,,,,0,",,0,",0,",,0,",76,",,0,",8.3,",,0",0.6,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/13/61,Winter,February,,,,,0,",,0,",0,",,0,",25,",,0,",11.7,",,0",-2.2,",,0",-2.2,",,0,",1,",,0",,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/14/61,Winter,February,,,,,0,",,0,",0,",,0,",25,",,0,",2.2,",,0",-2.2,",,0",2.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/15/61,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",12.8,",,0",-3.9,",,0",-2.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/16/61,Winter,February,,,,,0.8,",,0,",0,",,0,",0,",,0,",10,",,0",-2.2,",,0",2.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/17/61,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",12.2,",,0",-1.7,",,0",2.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/18/61,Winter,February,,,,,6.6,",,0,",0,",,0,",0,",,0,",14.4,",,0",-1.7,",,0",11.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/19/61,Winter,February,,,,,11.7,",,0,",0,",,0,",0,",,0,",12.8,",,0",6.7,",,0",12.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/20/61,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",18.3,",,0",1.7,",,0",2.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/21/61,Winter,February,,,,,12.2,",,0,",0,",,0,",0,",,0,",9.4,",,0",0.6,",,0",1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/22/61,Winter,February,,,,,2.5,",,0,",0,",,0,",0,",,0,",7.2,",,0",0.6,",,0",5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/23/61,Winter,February,,,,,15,",,0,",0,",,0,",0,",,0,",10.6,",,0",4.4,",,0",10.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/24/61,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",18.3,",,0",3.3,",,0",3.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/25/61,Winter,February,,,,,17.5,",,0,",0,",,0,",0,",,0,",20,",,0",3.9,",,0",11.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/26/61,Winter,February,,,,,0,"T,,0,",0,",,0,",0,",,0,",16.1,",,0",-3.9,",,0",0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/27/61,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",10,",,0",-2.2,",,0",3.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/28/61,Winter,February,,,,,4.6,",,0,",0,",,0,",0,",,0,",18.9,",,0",2.2,",,0",5,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/1/61,Spring,March,,,,,0,",,0,",,,0,",,0,",11.1,",,0",-1.7,",,0",1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/2/61,Spring,March,,,,,1.3,",,0,",,,0,",,0,",11.1,",,0",0,",,0",0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/3/61,Spring,March,,,,,0,",,0,",,,0,",,0,",11.1,",,0",-2.8,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/4/61,Spring,March,,,,,0.5,",,0,",,,0,",,0,",17.8,",,0",1.1,",,0",8.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/5/61,Spring,March,,,,,0.5,",,0,",,,0,",,0,",23.3,",,0",8.9,",,0",13.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/6/61,Spring,March,,,,,0,",,0,",,,0,",,0,",23.9,",,0",13.3,",,0",15.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/7/61,Spring,March,,,,,5.8,",,0,",,,0,",,0,",21.7,",,0",12.2,",,0",14.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/8/61,Spring,March,,,,,14.5,",,0,",,,0,",,0,",22.8,",,0",6.7,",,0",8.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/9/61,Spring,March,,,,,10.2,",,0,",,,0,"T,,0,",13.9,",,0",-2.8,",,0",-0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/10/61,Spring,March,,,,,1,",,0,",,,0,",,0,",1.7,",,0",-4.4,",,0",-3.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/11/61,Spring,March,,,,,0,",,0,",,,0,",,0,",4.4,",,0",-4.4,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/12/61,Spring,March,,,,,0,",,0,",,,0,",,0,",12.2,",,0",1.1,",,0",6.1,",I,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/13/61,Spring,March,,,,,0,",,0,",,,0,",,0,",17.8,",,0",7.2,",I,0",11.7,",,0,",,,1,",,0",,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/14/61,Spring,March,,,,,18.3,",,0,",,,0,",,0,",15.6,",,0",5,",,0",6.1,",,0,",1,",,0",,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/15/61,Spring,March,,,,,0,",,0,",,,0,",,0,",11.7,",,0",2.2,",,0",5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/16/61,Spring,March,,,,,1.5,",,0,",,,0,",,0,",16.7,",,0",0,",,0",0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/17/61,Spring,March,,,,,0,",,0,",,,0,",,0,",6.7,",,0",-4.4,",,0",-2.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/18/61,Spring,March,,,,,0,",,0,",,,0,",,0,",8.3,",,0",-2.8,",,0",-1.1,",,0,",,,,,1,",,0",,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/19/61,Spring,March,,,,,16.3,",,0,",,,0,"T,,0,",1.1,",,0",-2.8,",,0",0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/20/61,Spring,March,,,,,0,",,0,",,,0,",,0,",13.9,",,0",0.6,",,0",6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/21/61,Spring,March,,,,,0,",,0,",,,0,",,0,",10,",,0",2.8,",,0",3.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/22/61,Spring,March,,,,,22.9,",,0,",,,0,",,0,",4.4,",,0",0,",,0",0.6,",,0,",,,,,1,",,0",,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/23/61,Spring,March,,,,,2.3,",,0,",,,0,",,0,",2.8,",,0",0,",,0",2.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/24/61,Spring,March,,,,,0,",,0,",,,0,",,0,",11.7,",,0",1.7,",,0",3.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/25/61,Spring,March,,,,,1.3,",,0,",,,0,",,0,",6.7,",,0",2.8,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/26/61,Spring,March,,,,,0,",,0,",,,0,",,0,",11.7,",,0",-2.2,",,0",3.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/27/61,Spring,March,,,,,0,",,0,",,,0,",,0,",20,",,0",3.9,",,0",7.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/28/61,Spring,March,,,,,0,",,0,",,,0,",,0,",23.3,",,0",6.7,",,0",11.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/29/61,Spring,March,,,,,4.1,",,0,",,,0,",,0,",17.8,",,0",7.2,",,0",9.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/30/61,Spring,March,,,,,0,",,0,",,,0,",,0,",17.8,",,0",5.6,",,0",7.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/31/61,Spring,March,,,,,5.1,",,0,",,,0,",,0,",14.4,",,0",3.9,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/1/61,Spring,April,,,,,17.5,",,0,",0,",,0,",0,",,0,",5.6,",,0",2.2,",,0",5,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/2/61,Spring,April,,,,,0.3,",,0,",0,",,0,",0,",,0,",5,",,0",0,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/3/61,Spring,April,,,,,0,"T,,0,",0,",,0,",0,",,0,",7.2,",,0",-2.2,",,0",-0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/4/61,Spring,April,,,,,1.3,",,0,",0,",,0,",0,",,0,",6.1,",,0",-1.7,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/5/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",5,",,0",-1.1,",,0",3.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/6/61,Spring,April,,,,,4.1,",,0,",0,",,0,",0,",,0,",15,",,0",2.8,",,0",5,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/7/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",10.6,",,0",1.1,",,0",2.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/8/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",8.3,",,0",0,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/9/61,Spring,April,,,,,0.8,",,0,",0,",,0,",0,",,0,",11.1,",,0",0.6,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/10/61,Spring,April,,,,,20.3,",,0,",0,",,0,",0,",,0,",6.1,",,0",-0.6,",,0",5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/11/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",8.9,",,0",0.6,",,0",2.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/12/61,Spring,April,,,,,0.8,",,0,",0,",,0,",0,",,0,",13.3,",,0",2.2,",,0",3.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/13/61,Spring,April,,,,,17,",,0,",0,",,0,",0,",,0,",7.8,",,0",2.2,",,0",2.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/14/61,Spring,April,,,,,0.8,",,0,",0,",,0,",0,",,0,",5,",,0",1.7,",,0",5,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/15/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",18.3,",,0",4.4,",,0",10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/16/61,Spring,April,,,,,4.8,",,0,",0,",,0,",0,",,0,",17.2,",,0",3.3,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/17/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",8.3,",,0",-0.6,",,0",3.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/18/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",10.6,",,0",0,",,0",0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/19/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",4.4,",,0",0.6,",,0",3.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/20/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",8.9,",,0",-3.3,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/21/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",16.1,",,0",1.1,",,0",7.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/22/61,Spring,April,,,,,1,",,0,",0,",,0,",0,",,0,",11.1,",,0",6.7,",,0",11.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/23/61,Spring,April,,,,,0.5,",,0,",0,",,0,",0,",,0,",21.7,",,0",11.1,",,0",15.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/24/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",22.2,",,0",11.7,",,0",17.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/25/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",26.7,",,0",12.2,",,0",18.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/26/61,Spring,April,,,,,1.8,",,0,",0,",,0,",0,",,0,",23.9,",,0",15,",,0",15,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/27/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",18.3,",,0",7.2,",,0",9.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/28/61,Spring,April,,,,,2.3,",,0,",0,",,0,",0,",,0,",10,",,0",5,",,0",6.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/29/61,Spring,April,,,,,0.8,",,0,",0,",,0,",0,",,0,",17.8,",,0",2.8,",,0",3.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,4/30/61,Spring,April,,,,,0,",,0,",0,",,0,",0,",,0,",11.1,",,0",0.6,",,0",4.4,",I,0,",,,,,,,,,,,,,,,,,,,,
